coefficient,agentNo,coefficientVal,desiredProfit,distanceRes
dist,3,2,240,716703.30
dist,4,2,240,851725.16
dist,6,2,240,1010771.51
dist,8,2,240,1080717.11
dist,10,2,240,1104071.75
dist,1,4,240,562687.20
dist,2,4,240,677914.60
dist,3,4,240,786960.09
dist,4,4,240,903719.05
dist,6,4,240,1066455.71
dist,8,4,240,1133034.81
dist,10,4,240,1194477.08
dist,1,8,240,567475.99
dist,2,8,240,692223.27
dist,3,8,240,771990.84
dist,4,8,240,892984.10
dist,6,8,240,1080703.67
dist,8,8,240,1243438.16
dist,10,8,240,1350603.64
dist,1,16,240,578247.55
dist,2,16,240,744877.71
dist,3,16,240,868462.09
dist,4,16,240,998522.74
dist,6,16,240,1280110.16
dist,8,16,240,1442100.56
dist,10,16,240,1595487.07
dist,1,32,240,739807.97
dist,2,32,240,923605.81
dist,3,32,240,1081881.99
dist,4,32,240,1249940.79
dist,6,32,240,1492542.88
dist,8,32,240,1667140.87
dist,10,32,240,1855722.34
dist,1,1,245,503352.20
dist,2,1,245,637508.37
dist,3,1,245,719277.70
dist,4,1,245,846549.02
dist,6,1,245,988915.99
dist,8,1,245,1036085.54
dist,10,1,245,1095312.71
dist,1,2,245,520489.80
dist,2,2,245,620663.86
dist,3,2,245,720246.80
dist,4,2,245,853789.65
dist,6,2,245,1012540.50
dist,8,2,245,1085810.05
dist,10,2,245,1119728.30
dist,1,4,245,564694.77
dist,2,4,245,682165.92
dist,3,4,245,788492.68
dist,4,4,245,906585.42
dist,6,4,245,1067887.89
dist,8,4,245,1135862.84
dist,10,4,245,1201237.00
dist,1,8,245,568078.24
dist,2,8,245,697359.26
dist,3,8,245,773487.21
dist,4,8,245,895456.63
dist,6,8,245,1083903.12
dist,8,8,245,1251348.85
dist,10,8,245,1361953.96
dist,1,16,245,579803.44
dist,2,16,245,749892.22
dist,3,16,245,882316.54
dist,4,16,245,1005725.89
dist,6,16,245,1285078.00
dist,8,16,245,1450667.92
dist,10,16,245,1604780.20
dist,1,32,245,742095.95
dist,2,32,245,925247.56
dist,3,32,245,1082193.25
dist,4,32,245,1251691.96
dist,6,32,245,1492614.11
dist,8,32,245,1669053.39
dist,10,32,245,1863724.52
dist,1,1,250,507927.94
dist,2,1,250,645703.92
dist,3,1,250,774898.25
dist,4,1,250,847998.23
dist,6,1,250,1000118.14
dist,8,1,250,1131553.41
dist,10,1,250,1178864.45
dist,1,2,250,521684.13
dist,2,2,250,622196.57
dist,3,2,250,727912.96
dist,4,2,250,857190.27
dist,6,2,250,1018789.59
dist,8,2,250,1148146.42
dist,10,2,250,1186826.69
dist,1,4,250,565562.90
dist,2,4,250,682124.59
dist,3,4,250,790935.48
dist,4,4,250,907075.46
dist,6,4,250,1069994.93
dist,8,4,250,1197160.61
dist,10,4,250,1264507.06
dist,1,8,250,569179.46
dist,2,8,250,697522.74
dist,3,8,250,773731.57
dist,4,8,250,897677.18
dist,6,8,250,1085550.54
dist,8,8,250,1268454.26
dist,10,8,250,1388893.90
dist,1,16,250,580891.77
dist,2,16,250,758918.88
dist,3,16,250,883170.25
dist,4,16,250,1009586.07
dist,6,16,250,1295028.02
dist,8,16,250,1468482.43
dist,10,16,250,1629943.02
dist,1,32,250,742773.54
dist,2,32,250,929653.58
dist,3,32,250,1082222.52
dist,4,32,250,1257300.64
dist,6,32,250,1498183.40
dist,8,32,250,1692115.78
dist,10,32,250,1876609.45
dist,1,1,255,517866.54
dist,2,1,255,684703.18
dist,3,1,255,867512.70
dist,4,1,255,891350.95
dist,6,1,255,1042870.18
dist,8,1,255,1224423.38
dist,10,1,255,1346442.17
dist,1,2,255,528519.62
dist,2,2,255,631563.49
dist,3,2,255,740593.13
dist,4,2,255,865702.91
dist,6,2,255,1044289.01
dist,8,2,255,1214150.06
dist,10,2,255,1305132.52
dist,1,4,255,570423.40
dist,2,4,255,689241.94
dist,3,4,255,803938.33
dist,4,4,255,920133.47
dist,6,4,255,1083666.83
dist,8,4,255,1229114.97
dist,10,4,255,1331122.29
dist,1,8,255,571571.69
dist,2,8,255,702556.57
dist,3,8,255,787014.53
dist,4,8,255,906396.96
dist,6,8,255,1099220.82
dist,8,8,255,1310177.46
dist,10,8,255,1443256.92
dist,1,16,255,581844.73
dist,2,16,255,766334.27
dist,3,16,255,890373.42
dist,4,16,255,1026258.78
dist,6,16,255,1307419.88
dist,8,16,255,1510672.06
dist,10,16,255,1675748.38
dist,1,32,255,743673.34
dist,2,32,255,935263.77
dist,3,32,255,1094170.50
dist,4,32,255,1265734.65
dist,6,32,255,1516861.89
dist,8,32,255,1713983.65
dist,10,32,255,1911584.26
dist,1,1,260,546910.68
dist,2,1,260,707990.08
dist,3,1,260,936221.54
dist,4,1,260,998819.23
dist,6,1,260,1130861.72
dist,8,1,260,1325539.04
dist,10,1,260,1403247.88
dist,1,2,260,535163.53
dist,2,2,260,639034.02
dist,3,2,260,768787.38
dist,4,2,260,935783.49
dist,6,2,260,1115476.81
dist,8,2,260,1294420.86
dist,10,2,260,1411848.70
dist,1,4,260,572702.77
dist,2,4,260,695545.96
dist,3,4,260,807956.73
dist,4,4,260,926143.69
dist,6,4,260,1132436.13
dist,8,4,260,1287621.51
dist,10,4,260,1419332.08
dist,1,8,260,576264.23
dist,2,8,260,705634.47
dist,3,8,260,790800.49
dist,4,8,260,911586.10
dist,6,8,260,1127811.99
dist,8,8,260,1358566.93
dist,10,8,260,1499013.90
dist,1,16,260,582929.46
dist,2,16,260,773908.85
dist,3,16,260,900487.76
dist,4,16,260,1032849.09
dist,6,16,260,1320900.69
dist,8,16,260,1526174.08
dist,10,16,260,1695403.69
dist,1,32,260,745276.73
dist,2,32,260,944170.71
dist,3,32,260,1105634.05
dist,4,32,260,1269429.45
dist,6,32,260,1523840.46
dist,8,32,260,1732717.54
dist,10,32,260,1925057.58
dist,1,1,265,570002.51
dist,2,1,265,732084.21
dist,3,1,265,953117.73
dist,4,1,265,1124809.78
dist,6,1,265,1195555.25
dist,8,1,265,1390041.54
dist,10,1,265,1459995.91
dist,1,2,265,561885.71
dist,2,2,265,657754.55
dist,3,2,265,786963.37
dist,4,2,265,969812.71
dist,6,2,265,1184569.41
dist,8,2,265,1341662.09
dist,10,2,265,1448333.02
dist,1,4,265,580391.57
dist,2,4,265,697288.19
dist,3,4,265,811949.15
dist,4,4,265,939880.41
dist,6,4,265,1147328.49
dist,8,4,265,1309001.21
dist,10,4,265,1445530.67
dist,1,8,265,582627.12
dist,2,8,265,708954.12
dist,3,8,265,796082.31
dist,4,8,265,927515.48
dist,6,8,265,1162052.44
dist,8,8,265,1387013.28
dist,10,8,265,1553134.61
dist,1,16,265,588536.28
dist,2,16,265,774503.51
dist,3,16,265,921581.57
dist,4,16,265,1066784.39
dist,6,16,265,1357542.33
dist,8,16,265,1563031.99
dist,10,16,265,1727069.32
dist,1,32,265,747464.14
dist,2,32,265,946384.47
dist,3,32,265,1114163.99
dist,4,32,265,1281166.36
dist,6,32,265,1537988.53
dist,8,32,265,1751003.51
dist,10,32,265,1947106.59
dist,1,1,270,621905.60
dist,2,1,270,814675.02
dist,3,1,270,984298.18
dist,4,1,270,1145228.84
dist,6,1,270,1269402.34
dist,8,1,270,1417553.09
dist,10,1,270,1510251.26
dist,1,2,270,585979.80
dist,2,2,270,678137.92
dist,3,2,270,827480.04
dist,4,2,270,1024219.27
dist,6,2,270,1243133.66
dist,8,2,270,1406365.17
dist,10,2,270,1494937.97
dist,1,4,270,591852.64
dist,2,4,270,704526.46
dist,3,4,270,844017.05
dist,4,4,270,970313.68
dist,6,4,270,1179633.43
dist,8,4,270,1353515.92
dist,10,4,270,1516744.12
dist,1,8,270,590272.62
dist,2,8,270,718480.55
dist,3,8,270,829607.32
dist,4,8,270,945305.01
dist,6,8,270,1180892.74
dist,8,8,270,1410841.81
dist,10,8,270,1575136.74
dist,1,16,270,592315.47
dist,2,16,270,792180.39
dist,3,16,270,937940.94
dist,4,16,270,1097912.83
dist,6,16,270,1395774.62
dist,8,16,270,1608866.34
dist,10,16,270,1800308.55
dist,1,32,270,749632.45
dist,2,32,270,952939.44
dist,3,32,270,1117591.35
dist,4,32,270,1296635.55
dist,6,32,270,1562666.98
dist,8,32,270,1778771.33
dist,10,32,270,1969391.71
dist,1,1,275,626528.45
dist,2,1,275,822118.43
dist,3,1,275,1005085.33
dist,4,1,275,1160986.37
dist,6,1,275,1334735.64
dist,8,1,275,1477527.74
dist,10,1,275,1564998.38
dist,1,2,275,632506.29
dist,2,2,275,705030.78
dist,3,2,275,849400.53
dist,4,2,275,1129569.06
dist,6,2,275,1299933.18
dist,8,2,275,1477762.94
dist,10,2,275,1581904.94
dist,1,4,275,609232.76
dist,2,4,275,710624.08
dist,3,4,275,887882.75
dist,4,4,275,1011514.00
dist,6,4,275,1257254.91
dist,8,4,275,1449576.07
dist,10,4,275,1614421.93
dist,1,8,275,600529.48
dist,2,8,275,743529.69
dist,3,8,275,855423.55
dist,4,8,275,986147.53
dist,6,8,275,1226297.23
dist,8,8,275,1458204.56
dist,10,8,275,1624806.68
dist,1,16,275,603747.38
dist,2,16,275,835891.59
dist,3,16,275,986754.24
dist,4,16,275,1149922.42
dist,6,16,275,1469177.35
dist,8,16,275,1721257.75
dist,10,16,275,1904418.74
dist,1,32,275,751727.83
dist,2,32,275,972089.49
dist,3,32,275,1145768.65
dist,4,32,275,1335822.08
dist,6,32,275,1609240.12
dist,8,32,275,1849321.38
dist,10,32,275,2096310.14
dist,1,1,280,627334.24
dist,2,1,280,825343.92
dist,3,1,280,1010555.22
dist,4,1,280,1166779.71
dist,6,1,280,1368211.42
dist,8,1,280,1547736.39
dist,10,1,280,1666872.50
dist,1,2,280,638051.09
dist,2,2,280,759137.29
dist,3,2,280,877612.38
dist,4,2,280,1141897.82
dist,6,2,280,1341124.66
dist,8,2,280,1602683.54
dist,10,2,280,1709966.19
dist,1,4,280,633864.98
dist,2,4,280,792189.93
dist,3,4,280,988945.31
dist,4,4,280,1172465.96
dist,6,4,280,1409902.27
dist,8,4,280,1660646.98
dist,10,4,280,1850234.50
dist,1,8,280,623654.72
dist,2,8,280,852583.78
dist,3,8,280,1003329.00
dist,4,8,280,1218929.67
dist,6,8,280,1455703.81
dist,8,8,280,1718422.56
dist,10,8,280,1931965.66
dist,1,16,280,654482.86
dist,2,16,280,965378.44
dist,3,16,280,1232451.70
dist,4,16,280,1443627.50
dist,6,16,280,1806639.43
dist,8,16,280,2074475.97
dist,10,16,280,2284954.87
dist,1,32,280,757008.15
dist,2,32,280,1068189.83
dist,3,32,280,1360050.47
dist,4,32,280,1615994.71
dist,6,32,280,1939776.38
dist,8,32,280,2200059.42
dist,10,32,280,2403495.18
dist,1,1,285,630006.81
dist,2,1,285,829779.92
dist,3,1,285,1022233.78
dist,4,1,285,1203162.91
dist,6,1,285,1395103.50
dist,8,1,285,1598517.27
dist,10,1,285,1791612.35
dist,1,2,285,644857.25
dist,2,2,285,775020.92
dist,3,2,285,925526.50
dist,4,2,285,1162738.51
dist,6,2,285,1374311.16
dist,8,2,285,1628521.31
dist,10,2,285,1788739.50
dist,1,4,285,647628.91
dist,2,4,285,933435.93
dist,3,4,285,1066874.22
dist,4,4,285,1213302.94
dist,6,4,285,1474447.52
dist,8,4,285,1710066.78
dist,10,4,285,1909268.73
dist,1,8,285,676733.97
dist,2,8,285,906940.79
dist,3,8,285,1104143.47
dist,4,8,285,1233357.44
dist,6,8,285,1514482.10
dist,8,8,285,1785161.81
dist,10,8,285,1982913.56
dist,1,16,285,664933.08
dist,2,16,285,1171975.66
dist,3,16,285,1395438.07
dist,4,16,285,1557538.87
dist,6,16,285,1868396.17
dist,8,16,285,2104110.13
dist,10,16,285,2311592.28
dist,1,32,285,775950.66
dist,2,32,285,1212326.24
dist,3,32,285,1522933.67
dist,4,32,285,1789441.37
dist,6,32,285,2145667.97
dist,8,32,285,2394607.80
dist,10,32,285,2591715.98
dist,1,1,290,640964.36
dist,2,1,290,843195.40
dist,3,1,290,1045652.10
dist,4,1,290,1240783.29
dist,6,1,290,1450975.09
dist,8,1,290,1689777.85
dist,10,1,290,1923402.85
dist,1,2,290,664625.61
dist,2,2,290,777665.67
dist,3,2,290,967851.47
dist,4,2,290,1193616.00
dist,6,2,290,1414908.24
dist,8,2,290,1687215.34
dist,10,2,290,1883221.17
dist,1,4,290,706327.62
dist,2,4,290,956567.44
dist,3,4,290,1148318.77
dist,4,4,290,1268016.79
dist,6,4,290,1505196.22
dist,8,4,290,1753304.65
dist,10,4,290,1972843.97
dist,1,8,290,702723.55
dist,2,8,290,924860.28
dist,3,8,290,1122605.26
dist,4,8,290,1260618.08
dist,6,8,290,1566475.67
dist,8,8,290,1822505.34
dist,10,8,290,2045371.69
dist,1,16,290,712681.97
dist,2,16,290,1180480.48
dist,3,16,290,1444385.81
dist,4,16,290,1573763.68
dist,6,16,290,1883003.34
dist,8,16,290,2129521.81
dist,10,16,290,2338116.00
dist,1,32,290,847252.26
dist,2,32,290,1263730.15
dist,3,32,290,1550956.62
dist,4,32,290,1835611.11
dist,6,32,290,2169610.78
dist,8,32,290,2436770.21
dist,10,32,290,2622338.59
dist,1,1,295,647830.33
dist,2,1,295,852933.25
dist,3,1,295,1078142.77
dist,4,1,295,1328201.23
dist,6,1,295,1552357.16
dist,8,1,295,1789894.85
dist,10,1,295,1980514.44
dist,1,2,295,672267.83
dist,2,2,295,789595.40
dist,3,2,295,980379.87
dist,4,2,295,1212297.53
dist,6,2,295,1429435.60
dist,8,2,295,1717741.24
dist,10,2,295,1923305.94
dist,1,4,295,709863.26
dist,2,4,295,963386.24
dist,3,4,295,1153561.54
dist,4,4,295,1282967.06
dist,6,4,295,1543454.13
dist,8,4,295,1783933.65
dist,10,4,295,2010686.71
dist,1,8,295,703980.15
dist,2,8,295,929150.41
dist,3,8,295,1132742.21
dist,4,8,295,1281131.20
dist,6,8,295,1614122.03
dist,8,8,295,1870216.47
dist,10,8,295,2094378.66
dist,1,16,295,715045.75
dist,2,16,295,1184299.15
dist,3,16,295,1455729.17
dist,4,16,295,1589238.31
dist,6,16,295,1901298.16
dist,8,16,295,2144540.20
dist,10,16,295,2368868.01
dist,1,32,295,919970.71
dist,2,32,295,1293449.80
dist,3,32,295,1574674.52
dist,4,32,295,1849006.42
dist,6,32,295,2187267.79
dist,8,32,295,2452522.16
dist,10,32,295,2643858.00
prof,1,-1,5,57863.59
prof,2,-1,5,88601.43
prof,3,-1,5,111875.93
prof,4,-1,5,131177.22
prof,6,-1,5,142284.99
prof,8,-1,5,146811.87
prof,10,-1,5,146953.44
prof,1,0,5,60922.88
prof,2,0,5,60971.98
prof,3,0,5,60971.98
prof,4,0,5,60971.98
prof,6,0,5,60971.98
prof,8,0,5,60971.98
prof,10,0,5,60971.98
prof,1,1,5,53859.39
prof,2,1,5,57506.91
prof,3,1,5,57506.91
prof,4,1,5,57506.91
prof,6,1,5,57506.91
prof,8,1,5,57506.91
prof,10,1,5,57506.91
prof,1,2,5,53263.80
prof,2,2,5,53534.65
prof,3,2,5,57109.36
prof,4,2,5,57109.36
prof,6,2,5,57109.36
prof,8,2,5,57109.36
prof,10,2,5,57109.36
prof,1,4,5,52971.68
prof,2,4,5,54090.56
prof,3,4,5,54281.01
prof,4,4,5,54467.33
prof,6,4,5,54706.74
prof,8,4,5,54789.18
prof,10,4,5,54789.18
prof,1,8,5,52474.54
prof,2,8,5,54131.60
prof,3,8,5,54591.47
prof,4,8,5,54873.05
prof,6,8,5,55043.17
prof,8,8,5,55125.62
prof,10,8,5,55125.62
prof,1,16,5,52469.11
prof,2,16,5,54281.79
prof,3,16,5,54755.09
prof,4,16,5,55118.79
prof,6,16,5,55288.91
prof,8,16,5,55371.35
prof,10,16,5,55371.35
prof,1,-1,10,67535.65
prof,2,-1,10,102168.73
prof,3,-1,10,128286.44
prof,4,-1,10,153021.54
prof,6,-1,10,184807.70
prof,8,-1,10,199004.58
prof,10,-1,10,201528.08
prof,1,0,10,60922.88
prof,2,0,10,60971.98
prof,3,0,10,60971.98
prof,4,0,10,60971.98
prof,6,0,10,60971.98
prof,8,0,10,60971.98
prof,10,0,10,60971.98
prof,1,1,10,57606.23
prof,2,1,10,57506.91
prof,3,1,10,57506.91
prof,4,1,10,57506.91
prof,6,1,10,57506.91
prof,8,1,10,57506.91
prof,10,1,10,57506.91
prof,1,2,10,57010.64
prof,2,2,10,53655.62
prof,3,2,10,57109.36
prof,4,2,10,57109.36
prof,6,2,10,57109.36
prof,8,2,10,57109.36
prof,10,2,10,57109.36
prof,1,4,10,56736.71
prof,2,4,10,54246.85
prof,3,4,10,54488.71
prof,4,4,10,58247.49
prof,6,4,10,54949.67
prof,8,4,10,58616.35
prof,10,4,10,58616.35
prof,1,8,10,52614.06
prof,2,8,10,54309.16
prof,3,8,10,54882.11
prof,4,8,10,55197.77
prof,6,8,10,55349.02
prof,8,8,10,55530.38
prof,10,8,10,55530.38
prof,1,16,10,52608.64
prof,2,16,10,54551.16
prof,3,16,10,55067.59
prof,4,16,10,55465.37
prof,6,16,10,55616.61
prof,8,16,10,55797.97
prof,10,16,10,55797.97
prof,1,-1,15,79946.73
prof,2,-1,15,112134.40
prof,3,-1,15,138193.17
prof,4,-1,15,164318.44
prof,6,-1,15,205602.60
prof,8,-1,15,246331.87
prof,10,-1,15,273638.05
prof,1,0,15,60992.34
prof,2,0,15,61069.89
prof,3,0,15,61069.89
prof,4,0,15,61069.89
prof,6,0,15,61069.89
prof,8,0,15,61069.89
prof,10,0,15,61069.89
prof,1,1,15,57680.30
prof,2,1,15,57604.83
prof,3,1,15,57604.83
prof,4,1,15,57604.83
prof,6,1,15,57604.83
prof,8,1,15,57604.83
prof,10,1,15,57604.83
prof,1,2,15,57084.71
prof,2,2,15,57434.47
prof,3,2,15,57207.28
prof,4,2,15,57207.28
prof,6,2,15,57207.28
prof,8,2,15,57207.28
prof,10,2,15,57207.28
prof,1,4,15,56805.07
prof,2,4,15,58002.86
prof,3,4,15,58239.33
prof,4,4,15,58322.56
prof,6,4,15,58752.17
prof,8,4,15,58691.42
prof,10,4,15,58691.42
prof,1,8,15,56334.19
prof,2,8,15,58048.97
prof,3,8,15,58621.97
prof,4,8,15,58977.94
prof,6,8,15,59147.06
prof,8,8,15,59357.74
prof,10,8,15,59397.29
prof,1,16,15,56335.47
prof,2,16,15,58270.92
prof,3,16,15,58807.45
prof,4,16,15,59245.54
prof,6,16,15,59414.65
prof,8,16,15,59625.34
prof,10,16,15,59664.89
prof,1,-1,20,83006.80
prof,2,-1,20,115217.23
prof,3,-1,20,140488.52
prof,4,-1,20,168827.51
prof,6,-1,20,208548.34
prof,8,-1,20,250825.88
prof,10,-1,20,279387.65
prof,1,0,20,61542.06
prof,2,0,20,61626.09
prof,3,0,20,61631.66
prof,4,0,20,61631.66
prof,6,0,20,61631.66
prof,8,0,20,61631.66
prof,10,0,20,61631.66
prof,1,1,20,58230.02
prof,2,1,20,58164.73
prof,3,1,20,58166.59
prof,4,1,20,58166.59
prof,6,1,20,58166.59
prof,8,1,20,58166.59
prof,10,1,20,58166.59
prof,1,2,20,57629.22
prof,2,2,20,57988.80
prof,3,2,20,57763.47
prof,4,2,20,57763.47
prof,6,2,20,57763.47
prof,8,2,20,57763.47
prof,10,2,20,57763.47
prof,1,4,20,57375.21
prof,2,4,20,58584.37
prof,3,4,20,58828.30
prof,4,4,20,58949.27
prof,6,4,20,59357.00
prof,8,4,20,59296.25
prof,10,4,20,59296.25
prof,1,8,20,56435.98
prof,2,8,20,58639.87
prof,3,8,20,59232.69
prof,4,8,20,59136.30
prof,6,8,20,59820.48
prof,8,8,20,59596.54
prof,10,8,20,59636.09
prof,1,16,20,56441.85
prof,2,16,20,58401.77
prof,3,16,20,58936.97
prof,4,16,20,59415.27
prof,6,16,20,59644.35
prof,8,16,20,59824.64
prof,10,16,20,59864.19
prof,1,-1,25,85918.59
prof,2,-1,25,118788.35
prof,3,-1,25,146379.39
prof,4,-1,25,176184.85
prof,6,-1,25,217716.04
prof,8,-1,25,260166.25
prof,10,-1,25,288923.49
prof,1,0,25,62729.86
prof,2,0,25,65403.82
prof,3,0,25,65439.53
prof,4,0,25,65447.58
prof,6,0,25,65447.58
prof,8,0,25,65447.58
prof,10,0,25,65447.58
prof,1,1,25,59417.82
prof,2,1,25,61942.46
prof,3,1,25,61974.46
prof,4,1,25,61982.51
prof,6,1,25,61982.51
prof,8,1,25,61982.51
prof,10,1,25,61982.51
prof,1,2,25,58797.25
prof,2,2,25,61795.35
prof,3,2,25,61573.89
prof,4,2,25,61579.40
prof,6,2,25,61579.40
prof,8,2,25,61579.40
prof,10,2,25,61579.40
prof,1,4,25,58543.24
prof,2,4,25,61897.93
prof,3,4,25,62145.72
prof,4,4,25,62272.19
prof,6,4,25,62679.93
prof,8,4,25,62619.18
prof,10,4,25,62619.18
prof,1,8,25,57646.92
prof,2,8,25,61953.43
prof,3,8,25,62550.11
prof,4,8,25,62970.79
prof,6,8,25,63143.41
prof,8,8,25,62919.46
prof,10,8,25,62959.01
prof,1,16,25,57666.24
prof,2,16,25,61846.75
prof,3,16,25,62366.22
prof,4,16,25,62890.88
prof,6,16,25,63083.07
prof,8,16,25,63257.69
prof,10,16,25,63303.72
prof,1,-1,30,89029.69
prof,2,-1,30,129118.26
prof,3,-1,30,158533.66
prof,4,-1,30,191436.33
prof,6,-1,30,235050.85
prof,8,-1,30,277930.55
prof,10,-1,30,306761.13
prof,1,0,30,66362.97
prof,2,0,30,85972.77
prof,3,0,30,86542.96
prof,4,0,30,86586.50
prof,6,0,30,86586.50
prof,8,0,30,86586.50
prof,10,0,30,86586.50
prof,1,1,30,63050.93
prof,2,1,30,82015.54
prof,3,1,30,83096.85
prof,4,1,30,83140.39
prof,6,1,30,83140.39
prof,8,1,30,83140.39
prof,10,1,30,83140.39
prof,1,2,30,61538.73
prof,2,2,30,83479.21
prof,3,2,30,83824.24
prof,4,2,30,83865.24
prof,6,2,30,83865.24
prof,8,2,30,83865.24
prof,10,2,30,83865.24
prof,1,4,30,61166.02
prof,2,4,30,82283.53
prof,3,4,30,83629.10
prof,4,4,30,84325.39
prof,6,4,30,84733.13
prof,8,4,30,84672.38
prof,10,4,30,84672.38
prof,1,8,30,60253.33
prof,2,8,30,77819.45
prof,3,8,30,79675.45
prof,4,8,30,80176.24
prof,6,8,30,80362.69
prof,8,8,30,80710.14
prof,10,8,30,80756.17
prof,1,16,30,60262.87
prof,2,16,30,77118.76
prof,3,16,30,77866.01
prof,4,16,30,78341.63
prof,6,16,30,78605.92
prof,8,16,30,78780.54
prof,10,16,30,78826.57
prof,1,-1,35,100429.09
prof,2,-1,35,147844.54
prof,3,-1,35,185892.40
prof,4,-1,35,224195.96
prof,6,-1,35,277728.35
prof,8,-1,35,324828.04
prof,10,-1,35,353150.36
prof,1,0,35,72310.55
prof,2,0,35,86515.26
prof,3,0,35,87551.34
prof,4,0,35,87594.89
prof,6,0,35,87594.89
prof,8,0,35,87594.89
prof,10,0,35,87594.89
prof,1,1,35,68998.51
prof,2,1,35,82587.26
prof,3,1,35,84075.49
prof,4,1,35,84148.78
prof,6,1,35,84148.78
prof,8,1,35,84148.78
prof,10,1,35,84148.78
prof,1,2,35,64229.96
prof,2,2,35,84050.93
prof,3,2,35,84802.87
prof,4,2,35,84856.96
prof,6,2,35,84886.72
prof,8,2,35,84886.72
prof,10,2,35,84886.72
prof,1,4,35,64144.87
prof,2,4,35,83372.50
prof,3,4,35,85208.62
prof,4,4,35,85838.94
prof,6,4,35,86255.74
prof,8,4,35,86194.99
prof,10,4,35,86194.99
prof,1,8,35,63166.70
prof,2,8,35,79485.66
prof,3,8,35,80372.83
prof,4,8,35,80824.01
prof,6,8,35,81042.04
prof,8,8,35,81390.02
prof,10,8,35,81436.04
prof,1,16,35,63045.73
prof,2,16,35,77342.14
prof,3,16,35,78719.75
prof,4,16,35,79472.93
prof,6,16,35,79905.03
prof,8,16,35,80531.93
prof,10,16,35,80652.88
prof,1,-1,40,101400.63
prof,2,-1,40,150694.54
prof,3,-1,40,191723.68
prof,4,-1,40,234510.83
prof,6,-1,40,283435.87
prof,8,-1,40,330069.39
prof,10,-1,40,358981.77
prof,1,0,40,72912.58
prof,2,0,40,87580.62
prof,3,0,40,88511.64
prof,4,0,40,88555.18
prof,6,0,40,88555.18
prof,8,0,40,88555.18
prof,10,0,40,88555.18
prof,1,1,40,69674.33
prof,2,1,40,84170.12
prof,3,1,40,85035.78
prof,4,1,40,85109.07
prof,6,1,40,85109.07
prof,8,1,40,85109.07
prof,10,1,40,85109.07
prof,1,2,40,64905.78
prof,2,2,40,85109.09
prof,3,2,40,85763.16
prof,4,2,40,85817.26
prof,6,2,40,85847.01
prof,8,2,40,85847.01
prof,10,2,40,85847.01
prof,1,4,40,64693.76
prof,2,4,40,84536.58
prof,3,4,40,86767.49
prof,4,4,40,87877.47
prof,6,4,40,88338.64
prof,8,4,40,88277.89
prof,10,4,40,88277.89
prof,1,8,40,63344.08
prof,2,8,40,80195.35
prof,3,8,40,81463.03
prof,4,8,40,82153.93
prof,6,8,40,82473.62
prof,8,8,40,83279.07
prof,10,8,40,83325.09
prof,1,16,40,63253.90
prof,2,16,40,77774.03
prof,3,16,40,79359.72
prof,4,16,40,80394.61
prof,6,16,40,81093.46
prof,8,16,40,81786.48
prof,10,16,40,81907.95
prof,1,-1,45,102923.06
prof,2,-1,45,153223.39
prof,3,-1,45,194111.46
prof,4,-1,45,237274.56
prof,6,-1,45,293188.54
prof,8,-1,45,337771.64
prof,10,-1,45,368692.84
prof,1,0,45,142647.36
prof,2,0,45,129697.90
prof,3,0,45,132245.43
prof,4,0,45,132341.30
prof,6,0,45,132341.30
prof,8,0,45,132341.30
prof,10,0,45,132341.30
prof,1,1,45,83285.84
prof,2,1,45,120445.45
prof,3,1,45,126579.64
prof,4,1,45,126724.01
prof,6,1,45,126724.01
prof,8,1,45,126724.01
prof,10,1,45,126724.01
prof,1,2,45,74825.45
prof,2,2,45,119181.93
prof,3,2,45,121680.54
prof,4,2,45,121822.37
prof,6,2,45,121852.12
prof,8,2,45,121852.12
prof,10,2,45,121852.12
prof,1,4,45,74844.86
prof,2,4,45,112876.84
prof,3,4,45,118292.53
prof,4,4,45,119371.67
prof,6,4,45,119935.57
prof,8,4,45,119900.39
prof,10,4,45,119900.39
prof,1,8,45,66136.62
prof,2,8,45,104464.29
prof,3,8,45,109965.49
prof,4,8,45,110801.71
prof,6,8,45,110146.49
prof,8,8,45,111423.24
prof,10,8,45,111469.26
prof,1,16,45,65281.53
prof,2,16,45,88100.20
prof,3,16,45,92685.06
prof,4,16,45,93870.38
prof,6,16,45,95104.72
prof,8,16,45,95473.78
prof,10,16,45,95619.18
prof,1,-1,50,111708.88
prof,2,-1,50,165262.68
prof,3,-1,50,210171.62
prof,4,-1,50,253273.01
prof,6,-1,50,316357.10
prof,8,-1,50,365688.21
prof,10,-1,50,399034.59
prof,1,0,50,156170.08
prof,2,0,50,160616.62
prof,3,0,50,164832.13
prof,4,0,50,165094.70
prof,6,0,50,165094.70
prof,8,0,50,165094.70
prof,10,0,50,165094.70
prof,1,1,50,98992.15
prof,2,1,50,165160.29
prof,3,1,50,165315.24
prof,4,1,50,165656.28
prof,6,1,50,158619.45
prof,8,1,50,158619.45
prof,10,1,50,158619.45
prof,1,2,50,92176.93
prof,2,2,50,147444.51
prof,3,2,50,151555.55
prof,4,2,50,162806.93
prof,6,2,50,159726.25
prof,8,2,50,159726.25
prof,10,2,50,159726.25
prof,1,4,50,89615.14
prof,2,4,50,141318.72
prof,3,4,50,150904.33
prof,4,4,50,152813.38
prof,6,4,50,150171.33
prof,8,4,50,150180.47
prof,10,4,50,150180.47
prof,1,8,50,80915.44
