coefficient,agentNo,coefficientVal,desiredProfit,distanceRes
prof,1,8,250,569179.46
prof,2,8,250,697522.74
prof,3,8,250,773731.57
prof,4,8,250,897677.18
prof,6,8,250,1085550.54
prof,8,8,250,1268454.26
prof,10,8,250,1388893.90
prof,1,16,250,580891.77
prof,2,16,250,758918.88
prof,3,16,250,883170.25
prof,4,16,250,1009586.07
prof,6,16,250,1295028.02
prof,8,16,250,1468482.43
prof,10,16,250,1629943.02
prof,1,-1,255,943486.77
prof,2,-1,255,1472586.75
prof,3,-1,255,2032726.79
prof,4,-1,255,2496547.52
prof,6,-1,255,3281977.05
prof,8,-1,255,4177148.08
prof,10,-1,255,4751253.71
prof,1,0,255,568740.78
prof,2,0,255,698451.70
prof,3,0,255,801565.89
prof,4,0,255,910677.67
prof,6,0,255,1114533.39
prof,8,0,255,1338544.84
prof,10,0,255,1434114.29
prof,1,1,255,517866.54
prof,2,1,255,684703.18
prof,3,1,255,867512.70
prof,4,1,255,891350.95
prof,6,1,255,1042870.18
prof,8,1,255,1224423.38
prof,10,1,255,1346442.17
prof,1,2,255,528519.62
prof,2,2,255,631563.49
prof,3,2,255,740593.13
prof,4,2,255,865702.91
prof,6,2,255,1044289.01
prof,8,2,255,1214150.06
prof,10,2,255,1305132.52
prof,1,4,255,570423.40
prof,2,4,255,689241.94
prof,3,4,255,803938.33
prof,4,4,255,920133.47
prof,6,4,255,1083666.83
prof,8,4,255,1229114.97
prof,10,4,255,1331122.29
prof,1,8,255,571571.69
prof,2,8,255,702556.57
prof,3,8,255,787014.53
prof,4,8,255,906396.96
prof,6,8,255,1099220.82
prof,8,8,255,1310177.46
prof,10,8,255,1443256.92
prof,1,16,255,581844.73
prof,2,16,255,766334.27
prof,3,16,255,890373.42
prof,4,16,255,1026258.78
prof,6,16,255,1307419.88
prof,8,16,255,1510672.06
prof,10,16,255,1675748.38
prof,1,-1,260,947193.17
prof,2,-1,260,1474321.63
prof,3,-1,260,2033279.36
prof,4,-1,260,2500075.80
prof,6,-1,260,3292803.89
prof,8,-1,260,4182033.49
prof,10,-1,260,4759108.09
prof,1,0,260,585182.77
prof,2,0,260,703434.60
prof,3,0,260,824438.33
prof,4,0,260,962543.73
prof,6,0,260,1176648.25
prof,8,0,260,1391412.61
prof,10,0,260,1478341.56
prof,1,1,260,546910.68
prof,2,1,260,707990.08
prof,3,1,260,936221.54
prof,4,1,260,998819.23
prof,6,1,260,1130861.72
prof,8,1,260,1325539.04
prof,10,1,260,1403247.88
prof,1,2,260,535163.53
prof,2,2,260,639034.02
prof,3,2,260,768787.38
prof,4,2,260,935783.49
prof,6,2,260,1115476.81
prof,8,2,260,1294420.86
prof,10,2,260,1411848.70
prof,1,4,260,572702.77
prof,2,4,260,695545.96
prof,3,4,260,807956.73
prof,4,4,260,926143.69
prof,6,4,260,1132436.13
prof,8,4,260,1287621.51
prof,10,4,260,1419332.08
prof,1,8,260,576264.23
prof,2,8,260,705634.47
prof,3,8,260,790800.49
prof,4,8,260,911586.10
prof,6,8,260,1127811.99
prof,8,8,260,1358566.93
prof,10,8,260,1499013.90
prof,1,16,260,582929.46
prof,2,16,260,773908.85
prof,3,16,260,900487.76
prof,4,16,260,1032849.09
prof,6,16,260,1320900.69
prof,8,16,260,1526174.08
prof,10,16,260,1695403.69
prof,1,-1,265,954811.29
prof,2,-1,265,1479228.55
prof,3,-1,265,2036242.42
prof,4,-1,265,2505766.60
prof,6,-1,265,3322634.81
prof,8,-1,265,4204382.72
prof,10,-1,265,4760879.54
prof,1,0,265,585992.23
prof,2,0,265,709834.42
prof,3,0,265,838385.39
prof,4,0,265,1008840.69
prof,6,0,265,1261438.10
prof,8,0,265,1444534.78
prof,10,0,265,1508797.24
prof,1,1,265,570002.51
prof,2,1,265,732084.21
prof,3,1,265,953117.73
prof,4,1,265,1124809.78
prof,6,1,265,1195555.25
prof,8,1,265,1390041.54
prof,10,1,265,1459995.91
prof,1,2,265,561885.71
prof,2,2,265,657754.55
prof,3,2,265,786963.37
prof,4,2,265,969812.71
prof,6,2,265,1184569.41
prof,8,2,265,1341662.09
prof,10,2,265,1448333.02
prof,1,4,265,580391.57
prof,2,4,265,697288.19
prof,3,4,265,811949.15
prof,4,4,265,939880.41
prof,6,4,265,1147328.49
prof,8,4,265,1309001.21
prof,10,4,265,1445530.67
prof,1,8,265,582627.12
prof,2,8,265,708954.12
prof,3,8,265,796082.31
prof,4,8,265,927515.48
prof,6,8,265,1162052.44
prof,8,8,265,1387013.28
prof,10,8,265,1553134.61
prof,1,16,265,588536.28
prof,2,16,265,774503.51
prof,3,16,265,921581.57
prof,4,16,265,1066784.39
prof,6,16,265,1357542.33
prof,8,16,265,1563031.99
prof,10,16,265,1727069.32
prof,1,-1,270,1004492.06
prof,2,-1,270,1538164.78
prof,3,-1,270,2052554.68
prof,4,-1,270,2529656.79
prof,6,-1,270,3479550.63
prof,8,-1,270,4350228.91
prof,10,-1,270,4774391.54
prof,1,0,270,586767.36
prof,2,0,270,711664.94
prof,3,0,270,849577.43
prof,4,0,270,1031238.31
prof,6,0,270,1286232.42
prof,8,0,270,1456109.88
prof,10,0,270,1518172.30
prof,1,1,270,621905.60
prof,2,1,270,814675.02
prof,3,1,270,984298.18
prof,4,1,270,1145228.84
prof,6,1,270,1269402.34
prof,8,1,270,1417553.09
prof,10,1,270,1510251.26
prof,1,2,270,585979.80
prof,2,2,270,678137.92
prof,3,2,270,827480.04
prof,4,2,270,1024219.27
prof,6,2,270,1243133.66
prof,8,2,270,1406365.17
prof,10,2,270,1494937.97
prof,1,4,270,591852.64
prof,2,4,270,704526.46
prof,3,4,270,844017.05
prof,4,4,270,970313.68
prof,6,4,270,1179633.43
prof,8,4,270,1353515.92
prof,10,4,270,1516744.12
prof,1,8,270,590272.62
prof,2,8,270,718480.55
prof,3,8,270,829607.32
prof,4,8,270,945305.01
prof,6,8,270,1180892.74
prof,8,8,270,1410841.81
prof,10,8,270,1575136.74
prof,1,16,270,592315.47
prof,2,16,270,792180.39
prof,3,16,270,937940.94
prof,4,16,270,1097912.83
prof,6,16,270,1395774.62
prof,8,16,270,1608866.34
prof,10,16,270,1800308.55
prof,1,-1,275,1011114.17
prof,2,-1,275,1548335.52
prof,3,-1,275,2070053.72
prof,4,-1,275,2537001.47
prof,6,-1,275,3485957.58
prof,8,-1,275,4353359.76
prof,10,-1,275,4782819.35
prof,1,0,275,619405.35
prof,2,0,275,712829.83
prof,3,0,275,853755.79
prof,4,0,275,1040826.98
prof,6,0,275,1299919.82
prof,8,0,275,1460413.20
prof,10,0,275,1555857.32
prof,1,1,275,626528.45
prof,2,1,275,822118.43
prof,3,1,275,1005085.33
prof,4,1,275,1160986.37
prof,6,1,275,1334735.64
prof,8,1,275,1477527.74
prof,10,1,275,1564998.38
prof,1,2,275,632506.29
prof,2,2,275,705030.78
prof,3,2,275,849400.53
prof,4,2,275,1129569.06
prof,6,2,275,1299933.18
prof,8,2,275,1477762.94
prof,10,2,275,1581904.94
prof,1,4,275,609232.76
prof,2,4,275,710624.08
prof,3,4,275,887882.75
prof,4,4,275,1011514.00
prof,6,4,275,1257254.91
prof,8,4,275,1449576.07
prof,10,4,275,1614421.93
prof,1,8,275,600529.48
prof,2,8,275,743529.69
prof,3,8,275,855423.55
prof,4,8,275,986147.53
prof,6,8,275,1226297.23
prof,8,8,275,1458204.56
prof,10,8,275,1624806.68
prof,1,16,275,603747.38
prof,2,16,275,835891.59
prof,3,16,275,986754.24
prof,4,16,275,1149922.42
prof,6,16,275,1469177.35
prof,8,16,275,1721257.75
prof,10,16,275,1904418.74
prof,1,-1,280,1014191.37
prof,2,-1,280,1551455.88
prof,3,-1,280,2073604.65
prof,4,-1,280,2540886.43
prof,6,-1,280,3489712.48
prof,8,-1,280,4360146.32
prof,10,-1,280,4806916.30
prof,1,0,280,624785.85
prof,2,0,280,724271.60
prof,3,0,280,864274.89
prof,4,0,280,1046048.11
prof,6,0,280,1308437.74
prof,8,0,280,1534432.69
prof,10,0,280,1662396.63
prof,1,1,280,627334.24
prof,2,1,280,825343.92
prof,3,1,280,1010555.22
prof,4,1,280,1166779.71
prof,6,1,280,1368211.42
prof,8,1,280,1547736.39
prof,10,1,280,1666872.50
prof,1,2,280,638051.09
prof,2,2,280,759137.29
prof,3,2,280,877612.38
prof,4,2,280,1141897.82
prof,6,2,280,1341124.66
prof,8,2,280,1602683.54
prof,10,2,280,1709966.19
prof,1,4,280,633864.98
prof,2,4,280,792189.93
prof,3,4,280,988945.31
prof,4,4,280,1172465.96
prof,6,4,280,1409902.27
prof,8,4,280,1660646.98
prof,10,4,280,1850234.50
prof,1,8,280,623654.72
prof,2,8,280,852583.78
prof,3,8,280,1003329.00
prof,4,8,280,1218929.67
prof,6,8,280,1455703.81
prof,8,8,280,1718422.56
prof,10,8,280,1931965.66
prof,1,16,280,654482.86
prof,2,16,280,965378.44
prof,3,16,280,1232451.70
prof,4,16,280,1443627.50
prof,6,16,280,1806639.43
prof,8,16,280,2074475.97
prof,10,16,280,2284954.87
prof,1,-1,285,1015790.49
prof,2,-1,285,1554534.20
prof,3,-1,285,2075740.60
prof,4,-1,285,2543007.95
prof,6,-1,285,3491143.26
prof,8,-1,285,4383259.78
prof,10,-1,285,5077971.30
prof,1,0,285,626273.60
prof,2,0,285,758844.52
prof,3,0,285,873704.20
prof,4,0,285,1079541.14
prof,6,0,285,1344132.40
prof,8,0,285,1601814.54
prof,10,0,285,1817261.05
prof,1,1,285,630006.81
prof,2,1,285,829779.92
prof,3,1,285,1022233.78
prof,4,1,285,1203162.91
prof,6,1,285,1395103.50
prof,8,1,285,1598517.27
prof,10,1,285,1791612.35
prof,1,2,285,644857.25
prof,2,2,285,775020.92
prof,3,2,285,925526.50
prof,4,2,285,1162738.51
prof,6,2,285,1374311.16
prof,8,2,285,1628521.31
prof,10,2,285,1788739.50
prof,1,4,285,647628.91
prof,2,4,285,933435.93
prof,3,4,285,1066874.22
prof,4,4,285,1213302.94
prof,6,4,285,1474447.52
prof,8,4,285,1710066.78
prof,10,4,285,1909268.73
prof,1,8,285,676733.97
prof,2,8,285,906940.79
prof,3,8,285,1104143.47
prof,4,8,285,1233357.44
prof,6,8,285,1514482.10
prof,8,8,285,1785161.81
prof,10,8,285,1982913.56
prof,1,16,285,664933.08
prof,2,16,285,1171975.66
prof,3,16,285,1395438.07
prof,4,16,285,1557538.87
prof,6,16,285,1868396.17
prof,8,16,285,2104110.13
prof,10,16,285,2311592.28
prof,1,-1,290,1016901.67
prof,2,-1,290,1557619.74
prof,3,-1,290,2076352.82
prof,4,-1,290,2543535.18
prof,6,-1,290,3495300.62
prof,8,-1,290,4389197.53
prof,10,-1,290,5208500.64
prof,1,0,290,639583.14
prof,2,0,290,767710.76
prof,3,0,290,1104547.75
prof,4,0,290,1102817.71
prof,6,0,290,1386582.33
prof,8,0,290,1738089.42
prof,10,0,290,1945077.77
prof,1,1,290,640964.36
prof,2,1,290,843195.40
prof,3,1,290,1045652.10
prof,4,1,290,1240783.29
prof,6,1,290,1450975.09
prof,8,1,290,1689777.85
prof,10,1,290,1923402.85
prof,1,2,290,664625.61
prof,2,2,290,777665.67
prof,3,2,290,967851.47
prof,4,2,290,1193616.00
prof,6,2,290,1414908.24
prof,8,2,290,1687215.34
prof,10,2,290,1883221.17
prof,1,4,290,706327.62
prof,2,4,290,956567.44
prof,3,4,290,1148318.77
prof,4,4,290,1268016.79
prof,6,4,290,1505196.22
prof,8,4,290,1753304.65
prof,10,4,290,1972843.97
prof,1,8,290,702723.55
prof,2,8,290,924860.28
prof,3,8,290,1122605.26
prof,4,8,290,1260618.08
prof,6,8,290,1566475.67
prof,8,8,290,1822505.34
prof,10,8,290,2045371.69
prof,1,16,290,712681.97
prof,2,16,290,1180480.48
prof,3,16,290,1444385.81
prof,4,16,290,1573763.68
prof,6,16,290,1883003.34
prof,8,16,290,2129521.81
prof,10,16,290,2338116.00
prof,1,-1,295,1017115.91
prof,2,-1,295,1563292.77
prof,3,-1,295,2076732.81
prof,4,-1,295,2547292.33
prof,6,-1,295,3502979.88
prof,8,-1,295,4397155.93
prof,10,-1,295,5228355.68
prof,1,0,295,643635.80
prof,2,0,295,776787.57
prof,3,0,295,1142361.17
prof,4,0,295,1146266.15
prof,6,0,295,1498347.49
prof,8,0,295,1809472.75
prof,10,0,295,2042750.74
prof,1,1,295,647830.33
prof,2,1,295,852933.25
prof,3,1,295,1078142.77
prof,4,1,295,1328201.23
prof,6,1,295,1552357.16
prof,8,1,295,1789894.85
prof,10,1,295,1980514.44
prof,1,2,295,672267.83
prof,2,2,295,789595.40
prof,3,2,295,980379.87
prof,4,2,295,1212297.53
prof,6,2,295,1429435.60
prof,8,2,295,1717741.24
prof,10,2,295,1923305.94
prof,1,4,295,709863.26
prof,2,4,295,963386.24
prof,3,4,295,1153561.54
prof,4,4,295,1282967.06
prof,6,4,295,1543454.13
prof,8,4,295,1783933.65
prof,10,4,295,2010686.71
prof,1,8,295,703980.15
prof,2,8,295,929150.41
prof,3,8,295,1132742.21
prof,4,8,295,1281131.20
prof,6,8,295,1614122.03
prof,8,8,295,1870216.47
prof,10,8,295,2094378.66
prof,1,16,295,715045.75
prof,2,16,295,1184299.15
prof,3,16,295,1455729.17
prof,4,16,295,1589238.31
prof,6,16,295,1901298.16
prof,8,16,295,2144540.20
prof,10,16,295,2368868.01
