agents,kmax,percent,ratio,profit,distance
1,10,80,0.33,290,630698.27
1,10,80,0.34,5,60922.88
1,10,80,0.34,20,61538.91
1,10,80,0.34,35,69837.95
1,10,80,0.34,50,105873.07
1,10,80,0.34,65,142861.38
1,10,80,0.34,80,156195.78
1,10,80,0.34,95,166603.99
1,10,80,0.34,110,173278.32
1,10,80,0.34,125,177781.11
1,10,80,0.34,140,239131.23
1,10,80,0.34,155,241176.02
1,10,80,0.34,170,243150.32
1,10,80,0.34,185,250113.90
1,10,80,0.34,200,263338.55
1,10,80,0.34,215,309153.95
1,10,80,0.34,230,514166.84
1,10,80,0.34,245,515739.80
1,10,80,0.34,260,523897.91
1,10,80,0.34,275,608136.20
1,10,80,0.34,290,629974.34
1,10,80,0.35,5,60922.88
1,10,80,0.35,20,61538.91
1,10,80,0.35,35,69837.95
1,10,80,0.35,50,105873.07
1,10,80,0.35,65,142861.38
1,10,80,0.35,80,156195.78
1,10,80,0.35,95,166603.99
1,10,80,0.35,110,173278.32
1,10,80,0.35,125,177781.11
1,10,80,0.35,140,239131.23
1,10,80,0.35,155,241176.02
1,10,80,0.35,170,243146.65
1,10,80,0.35,185,250136.15
1,10,80,0.35,200,263449.47
1,10,80,0.35,215,309312.03
1,10,80,0.35,230,514375.19
1,10,80,0.35,245,515890.13
1,10,80,0.35,260,524054.28
1,10,80,0.35,275,608036.08
1,10,80,0.35,290,630083.78
1,10,80,0.36,5,60922.88
1,10,80,0.36,20,61538.91
1,10,80,0.36,35,69837.95
1,10,80,0.36,50,105873.07
1,10,80,0.36,65,142861.38
1,10,80,0.36,80,156195.78
1,10,80,0.36,95,166603.99
1,10,80,0.36,110,173278.32
1,10,80,0.36,125,177781.11
1,10,80,0.36,140,239131.23
1,10,80,0.36,155,241176.02
1,10,80,0.36,170,243146.65
1,10,80,0.36,185,250136.15
1,10,80,0.36,200,263422.25
1,10,80,0.36,215,309312.03
1,10,80,0.36,230,514335.83
1,10,80,0.36,245,515837.19
1,10,80,0.36,260,524072.27
1,10,80,0.36,275,608123.01
1,10,80,0.36,290,630172.65
1,10,80,0.37,5,60922.88
1,10,80,0.37,20,61538.91
1,10,80,0.37,35,69837.95
1,10,80,0.37,50,105873.07
1,10,80,0.37,65,142861.38
1,10,80,0.37,80,156195.78
1,10,80,0.37,95,166603.99
1,10,80,0.37,110,173278.32
1,10,80,0.37,125,177781.11
1,10,80,0.37,140,239427.18
1,10,80,0.37,155,241471.96
1,10,80,0.37,170,243443.74
1,10,80,0.37,185,250383.49
1,10,80,0.37,200,263663.79
1,10,80,0.37,215,309368.03
1,10,80,0.37,230,513971.30
1,10,80,0.37,245,515491.35
1,10,80,0.37,260,523883.44
1,10,80,0.37,275,608123.01
1,10,80,0.37,290,630337.74
1,10,80,0.38,5,60922.88
1,10,80,0.38,20,61538.91
1,10,80,0.38,35,69837.95
1,10,80,0.38,50,105873.07
1,10,80,0.38,65,142868.06
1,10,80,0.38,80,156202.45
1,10,80,0.38,95,166603.99
1,10,80,0.38,110,173278.32
1,10,80,0.38,125,177762.89
1,10,80,0.38,140,239411.99
1,10,80,0.38,155,241456.77
1,10,80,0.38,170,243396.80
1,10,80,0.38,185,250372.86
1,10,80,0.38,200,263861.30
1,10,80,0.38,215,309259.35
1,10,80,0.38,230,513838.91
1,10,80,0.38,245,515386.36
1,10,80,0.38,260,523822.68
1,10,80,0.38,275,609372.72
1,10,80,0.38,290,630295.14
1,10,80,0.39,5,60922.88
1,10,80,0.39,20,61538.91
1,10,80,0.39,35,69837.95
1,10,80,0.39,50,105873.07
1,10,80,0.39,65,142868.06
1,10,80,0.39,80,156202.45
1,10,80,0.39,95,166603.99
1,10,80,0.39,110,173278.32
1,10,80,0.39,125,177762.89
1,10,80,0.39,140,239388.61
1,10,80,0.39,155,241433.40
1,10,80,0.39,170,243373.43
1,10,80,0.39,185,250349.49
1,10,80,0.39,200,263846.00
1,10,80,0.39,215,309291.45
1,10,80,0.39,230,513814.91
1,10,80,0.39,245,515382.13
1,10,80,0.39,260,523754.52
1,10,80,0.39,275,609369.06
1,10,80,0.39,290,630095.91
1,10,80,0.40,5,60922.88
1,10,80,0.40,20,61538.91
1,10,80,0.40,35,69837.95
1,10,80,0.40,50,105873.07
1,10,80,0.40,65,142869.75
1,10,80,0.40,80,156204.15
1,10,80,0.40,95,166605.68
1,10,80,0.40,110,173286.69
1,10,80,0.40,125,177777.94
1,10,80,0.40,140,239453.13
1,10,80,0.40,155,241497.92
1,10,80,0.40,170,243420.49
1,10,80,0.40,185,250376.20
1,10,80,0.40,200,263803.24
1,10,80,0.40,215,309066.50
1,10,80,0.40,230,513780.04
1,10,80,0.40,245,515347.25
1,10,80,0.40,260,523706.95
1,10,80,0.40,275,608278.78
1,10,80,0.40,290,629971.68
1,10,80,0.41,5,60922.88
1,10,80,0.41,20,61538.91
1,10,80,0.41,35,69837.95
1,10,80,0.41,50,105873.07
1,10,80,0.41,65,142869.75
1,10,80,0.41,80,156204.15
1,10,80,0.41,95,166605.68
1,10,80,0.41,110,173286.69
1,10,80,0.41,125,177777.94
1,10,80,0.41,140,239453.13
1,10,80,0.41,155,241497.92
1,10,80,0.41,170,243420.49
1,10,80,0.41,185,250376.20
1,10,80,0.41,200,263803.24
1,10,80,0.41,215,309104.37
1,10,80,0.41,230,514302.36
1,10,80,0.41,245,515869.58
