agents,kmax,percent,ratio,profit,distance
1,1,30,0.90,5,60922.88
1,1,30,0.90,20,61538.91
1,1,30,0.90,35,69834.99
1,1,30,0.90,50,105899.32
1,1,30,0.90,65,142885.04
1,1,30,0.90,80,154913.05
1,1,30,0.90,95,164345.01
1,1,30,0.90,110,173203.88
1,1,30,0.90,125,177868.45
1,1,30,0.90,140,238897.00
1,1,30,0.90,155,241013.77
1,1,30,0.90,170,243247.93
1,1,30,0.90,185,250525.53
1,1,30,0.90,200,263278.22
1,1,30,0.90,215,308892.44
1,1,30,0.90,230,510019.17
1,1,30,0.90,245,515352.96
1,1,30,0.90,260,522832.10
1,1,30,0.90,275,614793.21
1,1,30,0.90,290,625734.92
1,1,30,1.00,5,60922.88
1,1,30,1.00,20,61538.91
1,1,30,1.00,35,69889.52
1,1,30,1.00,50,106502.82
1,1,30,1.00,65,142803.98
1,1,30,1.00,80,155466.15
1,1,30,1.00,95,166345.36
1,1,30,1.00,110,173199.06
1,1,30,1.00,125,177695.37
1,1,30,1.00,140,239581.12
1,1,30,1.00,155,242043.07
1,1,30,1.00,170,244039.18
1,1,30,1.00,185,250670.02
1,1,30,1.00,200,263844.41
1,1,30,1.00,215,310619.25
1,1,30,1.00,230,512934.95
1,1,30,1.00,245,517790.38
1,1,30,1.00,260,525628.17
1,1,30,1.00,275,608363.62
1,1,30,1.00,290,630806.74
1,1,40,0.10,5,60922.88
1,1,40,0.10,20,61538.91
1,1,40,0.10,35,69834.99
1,1,40,0.10,50,105859.00
1,1,40,0.10,65,142935.30
1,1,40,0.10,80,155022.39
1,1,40,0.10,95,166421.84
1,1,40,0.10,110,172529.70
1,1,40,0.10,125,177112.17
1,1,40,0.10,140,238481.56
1,1,40,0.10,155,240417.35
1,1,40,0.10,170,242952.27
1,1,40,0.10,185,250318.68
1,1,40,0.10,200,261387.75
1,1,40,0.10,215,307076.48
1,1,40,0.10,230,505917.04
1,1,40,0.10,245,512061.12
1,1,40,0.10,260,520372.17
1,1,40,0.10,275,602853.97
1,1,40,0.10,290,612755.73
1,1,40,0.20,5,60922.88
1,1,40,0.20,20,61538.91
1,1,40,0.20,35,69834.99
1,1,40,0.20,50,105859.00
1,1,40,0.20,65,142935.30
1,1,40,0.20,80,155022.39
1,1,40,0.20,95,166421.84
1,1,40,0.20,110,172918.01
1,1,40,0.20,125,177364.08
1,1,40,0.20,140,238481.56
1,1,40,0.20,155,240417.35
1,1,40,0.20,170,242952.27
1,1,40,0.20,185,250407.49
1,1,40,0.20,200,261845.95
1,1,40,0.20,215,307418.97
1,1,40,0.20,230,512435.89
1,1,40,0.20,245,514807.22
1,1,40,0.20,260,521637.00
1,1,40,0.20,275,603763.09
1,1,40,0.20,290,615653.76
1,1,40,0.30,5,60922.88
1,1,40,0.30,20,61538.91
1,1,40,0.30,35,69834.99
1,1,40,0.30,50,105859.00
1,1,40,0.30,65,142935.30
1,1,40,0.30,80,155022.39
1,1,40,0.30,95,166421.84
1,1,40,0.30,110,172965.66
1,1,40,0.30,125,177407.20
1,1,40,0.30,140,238481.56
1,1,40,0.30,155,240439.84
1,1,40,0.30,170,242928.89
1,1,40,0.30,185,250258.96
1,1,40,0.30,200,262628.77
1,1,40,0.30,215,307269.98
1,1,40,0.30,230,512398.97
1,1,40,0.30,245,515034.02
1,1,40,0.30,260,521902.45
1,1,40,0.30,275,604928.13
1,1,40,0.30,290,614514.21
1,1,40,0.40,5,60922.88
1,1,40,0.40,20,61538.91
1,1,40,0.40,35,69834.99
1,1,40,0.40,50,105859.00
1,1,40,0.40,65,142935.30
1,1,40,0.40,80,155022.39
1,1,40,0.40,95,166421.84
1,1,40,0.40,110,173043.89
1,1,40,0.40,125,177497.81
1,1,40,0.40,140,238803.23
1,1,40,0.40,155,240925.16
1,1,40,0.40,170,243304.44
1,1,40,0.40,185,250052.17
1,1,40,0.40,200,263003.76
1,1,40,0.40,215,307240.94
1,1,40,0.40,230,512599.25
1,1,40,0.40,245,515494.42
1,1,40,0.40,260,521874.03
1,1,40,0.40,275,606090.60
1,1,40,0.40,290,614856.89
1,1,40,0.50,5,60922.88
1,1,40,0.50,20,61538.91
1,1,40,0.50,35,69834.99
1,1,40,0.50,50,105940.80
1,1,40,0.50,65,142901.49
1,1,40,0.50,80,155022.39
1,1,40,0.50,95,166049.58
1,1,40,0.50,110,173078.23
1,1,40,0.50,125,177633.49
1,1,40,0.50,140,238954.02
1,1,40,0.50,155,241254.36
1,1,40,0.50,170,243395.00
1,1,40,0.50,185,250284.71
1,1,40,0.50,200,262790.34
1,1,40,0.50,215,306996.74
1,1,40,0.50,230,513006.81
1,1,40,0.50,245,515831.65
1,1,40,0.50,260,522028.84
1,1,40,0.50,275,606183.49
1,1,40,0.50,290,615569.95
1,1,40,0.60,5,60922.88
1,1,40,0.60,20,61538.91
1,1,40,0.60,35,69834.99
