agents,kmax,percent,ratio,profit,distance
4,-1,-1,0.40,180,455657.11
4,-1,-1,0.40,205,525249.76
4,-1,-1,0.40,230,772662.23
4,-1,-1,0.40,255,808586.96
4,-1,-1,0.40,280,1023803.94
4,-1,-1,0.50,5,60971.98
4,-1,-1,0.50,30,86586.50
4,-1,-1,0.50,55,169130.77
4,-1,-1,0.50,80,196038.63
4,-1,-1,0.50,105,246845.19
4,-1,-1,0.50,130,346329.52
4,-1,-1,0.50,155,385632.25
4,-1,-1,0.50,180,455305.32
4,-1,-1,0.50,205,529596.54
4,-1,-1,0.50,230,765461.03
4,-1,-1,0.50,255,805138.12
4,-1,-1,0.50,280,1006714.43
4,-1,-1,0.60,5,60971.98
4,-1,-1,0.60,30,86586.50
4,-1,-1,0.60,55,169130.77
4,-1,-1,0.60,80,196038.63
4,-1,-1,0.60,105,246819.33
4,-1,-1,0.60,130,346123.73
4,-1,-1,0.60,155,385813.25
4,-1,-1,0.60,180,455899.07
4,-1,-1,0.60,205,528935.64
4,-1,-1,0.60,230,765052.19
4,-1,-1,0.60,255,804340.22
4,-1,-1,0.60,280,994506.89
4,-1,-1,0.70,5,60971.98
4,-1,-1,0.70,30,86586.50
4,-1,-1,0.70,55,169130.77
4,-1,-1,0.70,80,196038.63
4,-1,-1,0.70,105,246859.56
4,-1,-1,0.70,130,346031.95
4,-1,-1,0.70,155,385617.01
4,-1,-1,0.70,180,455598.17
4,-1,-1,0.70,205,528310.96
4,-1,-1,0.70,230,766797.88
4,-1,-1,0.70,255,807871.59
4,-1,-1,0.70,280,985235.59
4,-1,-1,0.80,5,60971.98
4,-1,-1,0.80,30,86586.50
4,-1,-1,0.80,55,169130.77
4,-1,-1,0.80,80,196038.63
4,-1,-1,0.80,105,246855.74
4,-1,-1,0.80,130,347880.32
4,-1,-1,0.80,155,385712.58
4,-1,-1,0.80,180,455817.06
4,-1,-1,0.80,205,526717.08
4,-1,-1,0.80,230,765953.68
4,-1,-1,0.80,255,806465.93
4,-1,-1,0.80,280,968821.99
4,-1,-1,0.90,5,60971.98
4,-1,-1,0.90,30,86586.50
4,-1,-1,0.90,55,169130.77
4,-1,-1,0.90,80,196038.63
4,-1,-1,0.90,105,246812.61
4,-1,-1,0.90,130,346207.46
4,-1,-1,0.90,155,385779.81
4,-1,-1,0.90,180,455587.04
4,-1,-1,0.90,205,527186.33
4,-1,-1,0.90,230,766614.22
4,-1,-1,0.90,255,802217.40
4,-1,-1,0.90,280,963816.43
4,-1,-1,1.00,5,60971.98
4,-1,-1,1.00,30,86586.50
4,-1,-1,1.00,55,169130.77
4,-1,-1,1.00,80,196038.63
4,-1,-1,1.00,105,246865.98
4,-1,-1,1.00,130,346320.09
4,-1,-1,1.00,155,385789.68
4,-1,-1,1.00,180,457122.35
4,-1,-1,1.00,205,525313.55
4,-1,-1,1.00,230,782278.21
4,-1,-1,1.00,255,808493.73
4,-1,-1,1.00,280,996599.45
8,-1,-1,-1.00,5,60971.98
8,-1,-1,-1.00,30,86586.50
8,-1,-1,-1.00,55,169160.13
8,-1,-1,-1.00,80,196093.17
8,-1,-1,-1.00,105,251119.48
8,-1,-1,-1.00,130,360651.78
8,-1,-1,-1.00,155,404145.65
8,-1,-1,-1.00,180,553078.29
8,-1,-1,-1.00,205,813005.74
8,-1,-1,-1.00,230,990015.27
8,-1,-1,-1.00,255,1217050.89
8,-1,-1,-1.00,280,1502536.36
8,-1,-1,0.10,5,60971.98
8,-1,-1,0.10,30,86586.50
8,-1,-1,0.10,55,169160.13
8,-1,-1,0.10,80,196093.17
8,-1,-1,0.10,105,251119.48
8,-1,-1,0.10,130,360651.78
8,-1,-1,0.10,155,404457.53
8,-1,-1,0.10,180,555751.32
8,-1,-1,0.10,205,848815.76
8,-1,-1,0.10,230,992599.56
8,-1,-1,0.10,255,1232476.59
